"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
1583;1583;"3.0.0";"MultiSelect progessively enhances an ordinary multiple select control into elegant drop down list of checkboxes, stylable with ThemeRoller.";"https://github.com/ehynds/jquery-ui-multiselect-widget";;"2019-02-07 15:29:05";"2019-02-07 15:29:05"
1584;1584;"1.11.4";"A plugin to add little ""pips"" to the jQuery UI Slider widget";"https://github.com/simeydotme/jQuery-ui-Slider-Pips.git";;"2019-02-07 15:29:06";"2019-02-07 15:29:06"
1585;1585;"1.6.3";"The timepicker addon adds a timepicker to jQuery UI Datepicker, thus the datepicker and slider components (jQueryUI) are required for using any of these. In addition all datepicker options are still available through the timepicker addon.";"https://github.com/trentrichardson/jQuery-Timepicker-Addon";"http://trentrichardson.com/examples/timepicker/";"2019-02-07 15:29:06";"2019-02-07 15:29:06"
1586;1586;"1.2.2";"Ruby on Rails unobtrusive scripting adapter for jQuery";"https://github.com/rails/jquery-ujs.git";;"2019-02-07 15:29:07";"2019-02-07 15:29:07"
1587;1587;"2.3.1";"utility to parse urls and provide easy access to their attributes (such as the protocol, host, port etc)";"https://github.com/allmarkedup/purl";;"2019-02-07 15:29:07";"2019-02-07 15:29:07"
1588;1588;"1.19.0";"Client-side form validation made easy";"https://github.com/jzaefferer/jquery-validation.git";"http://jqueryvalidation.org/";"2019-02-07 15:29:08";"2019-02-07 15:29:08"
1589;1589;"2.6.4";"jQuery validation engine is a Javascript plugin aimed at the validation of form fields in the browser (IE 6-8, Chrome, Firefox, Safari, Opera 10). The plugin provides visually appealing prompts that grab user attention on the subject matter.";"https://github.com/posabsolute/jQuery-Validation-Engine";"http://www.position-relative.net/";"2019-02-07 15:29:09";"2019-02-07 15:29:09"
1590;1590;"3.2.11";"Add-on to jQuery Validation to enable unobtrusive validation options in data-* attributes.";"git://github.com/aspnet/jquery-validation-unobtrusive.git";;"2019-02-07 15:29:09";"2019-02-07 15:29:09"
1591;1591;"1.8.8";"Little script that detects if an element is in the viewport and adds a class to it.";"https://github.com/dirkgroenen/jQuery-viewport-checker";;"2019-02-07 15:29:09";"2019-02-07 15:29:09"
1592;1592;"1.0.11";"Page visibility shim for jQuery.";"https://github.com/mathiasbynens/jquery-visibility.git";"http://mths.be/visibility";"2019-02-07 15:29:10";"2019-02-07 15:29:10"
1593;1593;"1.2.0";"Quickly check if an element is within the browsers visible viewport, regardless of scroll position. If a user can see this element, the function will return true.";"git://github.com/customd/jquery-visible.git";;"2019-02-07 15:29:10";"2019-02-07 15:29:10"
1594;1594;"1.21.0";"This small jQuery plug-in allows you to monitor changes to any DOM element's CSS styles, attributes or properties and fires a callback in response to any change in the monitored styles or attributes.";"https://github.com/RickStrahl/jquery-watch";"https://samples.west-wind.com/jquery-watch/";"2019-02-07 15:29:11";"2019-02-07 15:29:11"
1595;1595;"1.0.0";"A webcam wrapper plugin for jQuery.";"git://github.com/infusion/jQuery-webcam.git";"http://www.xarg.org/project/jquery-webcam-plugin/";"2019-02-07 15:29:11";"2019-02-07 15:29:11"
1596;1596;"1.2.1";"UI lib for build hybrid wechat web app";"https://github.com/lihongxun945/jquery-weui";"https://lihongxun945.github.io/jquery-weui/";"2019-02-07 15:29:12";"2019-02-07 15:29:12"
1597;1597;"0.4.3";"Interact with remote XML-RPC services using AJAX";"https://github.com/timheap/jquery-xmlrpc.git";;"2019-02-07 15:29:12";"2019-02-07 15:29:12"
1599;1599;"1.0.0";"A jQuery plugin that renders a translucent activity indicator (spinner) using SVG or VML.";"https://github.com/neteye/jquery-plugins";"http://neteye.github.com/activity-indicator.html";"2019-02-07 15:29:13";"2019-02-07 15:29:13"
1600;1600;"1.0.19";"Older version of jQuery has trouble finding the width/height of invisible DOM elements. With element or its parent element has css property 'display' set to 'none'. `$('.hidden').width();` will return 0 instead of the actual width; This plugin simply fix it.";"https://github.com/dreamerslab/jquery.actual.git";"http://dreamerslab.com/blog/get-hidden-elements-width-and-height-with-jquery/";"2019-02-07 15:29:14";"2019-02-07 15:29:14"
1601;1601;"1.0.3";"A simple jQuery plugin to extract the dominant color of an image and apply it to the background of its parent element.";"https://github.com/briangonzalez/jquery.adaptive-backgrounds.js.git";"https://briangonzalez.github.io/jquery.adaptive-backgrounds.js/";"2019-02-07 15:29:14";"2019-02-07 15:29:14"
1602;1602;"1.6";"The jQuery Address plugin provides powerful deep linking capabilities and allows the creation of unique virtual addresses that can point to a website section or an application state. It enables a number of important capabilities including bookmarking in a browser or social website sending links via email or instant messenger, finding specific content using the major search engines and utilizing browser history and reload buttons.";"https://github.com/asual/jquery-address.git";"http://www.asual.com/jquery/address/";"2019-02-07 15:29:15";"2019-02-07 15:29:15"
1603;1603;"1.2.4";"Age is a jQuery plugin that formats and tracks dates and times as human readable text.";"git://github.com/ksylvest/jquery-age.git";"https://ksylvest.github.com/jquery-age";"2019-02-07 15:29:15";"2019-02-07 15:29:15"
1604;1604;"1.0.4";"jQuery plugin to restrict users for typing only allowed chars for specified element";"https://github.com/pvoznenko/jquery-allowed-chars-simple-plugin.git";;"2019-02-07 15:29:16";"2019-02-07 15:29:16"
1605;1605;"1.0.24";"Restrict what characters that may be entered into text fields. Supports alphanumeric, alphabetic or numeric. Easy to use. Fully customisable. Cross Browser compatible.";"https://github.com/KevinSheedy/jquery.alphanum";;"2019-02-07 15:29:17";"2019-02-07 15:29:17"
1606;1606;"0.4.1";"It implements a custom 'appear'/'disappear' events which are fired when an element became visible/invisible in the browser view port.";"https://github.com/morr/jquery.appear";;"2019-02-07 15:29:17";"2019-02-07 15:29:17"
1607;1607;"1.9.0";"A light-weight jQuery ""dirty forms"" Plugin - it monitors HTML forms and alerts users to unsaved changes if they attempt to close the browser or navigate away from the page. (Are you sure?)";"https://github.com/codedance/jquery.AreYouSure";;"2019-02-07 15:29:17";"2019-02-07 15:29:17"
1608;1608;"2.1.2";"A browser-side jQuery plugin for the Atmosphere";"https://github.com/Atmosphere/atmosphere-javascript.git";;"2019-02-07 15:29:18";"2019-02-07 15:29:18"
1609;1609;"1.3.3";"Avgrund is a jquery plugin for modal boxes and popups. It uses new concept showing depth between popup and page. It works in all modern browsers and gracefully degrade in those that do not support CSS transitions and transformations";"git://github.com/voronianski/jquery.avgrund.js.git";"http://labs.voronianski.com/jquery.avgrund.js";"2019-02-07 15:29:18";"2019-02-07 15:29:18"
1610;1610;"1.2.1";"jQuery BBQ leverages the HTML5 hashchange event to allow simple, yet powerful bookmarkable #hash history. In addition, jQuery BBQ provides a full .deparam() method, along with both hash state management, and fragment / query string parse and merge utility methods";"https://github.com/cowboy/jquery-bbq";"http://benalman.com/projects/jquery-bbq-plugin/";"2019-02-07 15:29:19";"2019-02-07 15:29:19"
1611;1611;"1.0.8";"Basic Table jQuery plugin for simple responsive tables.";"git://github.com/jerrylow/basictable.git";"https://www.jerrylow.com/basictable/";"2019-02-07 15:29:19";"2019-02-07 15:29:19"
1612;1612;"0.4.3";"Switch the background image with using effect.";"git+https://github.com/rewish/jquery-bgswitcher.git";;"2019-02-07 15:29:20";"2019-02-07 15:29:20"
1613;1613;"0.3.8";"This plug-in can easily convert any colored image (in an html page) into a B&W greyscale image.";"git://github.com/GianlucaGuarini/jQuery.BlackAndWhite.git";;"2019-02-07 15:29:20";"2019-02-07 15:29:20"
1614;1614;"2.70";"Simulate synchronous ajax by blocking - not locking - the UI. This plugin lets you block user interaction with the page or with a specific element on the page. Also great at displaying modal dialogs.";"https://github.com/malsup/blockui";"http://jquery.malsup.com/block";"2019-02-07 15:29:21";"2019-02-07 15:29:21"
1615;1615;"0.5.3";"The best jQuery plugin to validate form fields. Designed to use with Bootstrap 3";"https://github.com/nghuuphuoc/bootstrapvalidator.git";"http://bootstrapvalidator.com";"2019-02-07 15:29:22";"2019-02-07 15:29:22"
1616;1616;"1.0.1";"jQuery plugin allows you to easy show & manage business hours";"git://github.com/gEndelf/jquery.businessHours.git";"http://gendelf.github.io/jquery.businessHours/";"2019-02-07 15:29:22";"2019-02-07 15:29:22"
1617;1617;"6.2.1";"jQuery.carouFredSel is a plugin that turns any kind of HTML element into a carousel.";"https://github.com/gilbitron/carouFredSel.git";"http://caroufredsel.dev7studios.com/";"2019-02-07 15:29:23";"2019-02-07 15:29:23"
1618;1618;"1.2";"This plugin enables site owners to control multiple collapsible panels by auto opening any defaults specified, and keeping those opened/closed by users as they left them while browsing your site.";"git://github.juven14/Collapsible.git";"http://www.snyderplace.com/demos/collapsible.html";"2019-02-07 15:29:23";"2019-02-07 15:29:23"
1619;1619;"1.6.4";"jQuery lightbox and modal window plugin.";"git://github.com/jackmoore/colorbox.git";"http://www.jacklmoore.com/colorbox";"2019-02-07 15:29:24";"2019-02-07 15:29:24"
1620;1620;"0.5.1";"JavaScript library for inform users of password strength";"https://github.com/danpalmer/jquery.complexify.js.git";"http://danpalmer.me/jquery-complexify";"2019-02-07 15:29:25";"2019-02-07 15:29:25"
1621;1621;"0.0.3";"A simple, lightweight jQuery plugin for creating a notification bar that is dismissable and dismiss is saved by cookie. Perfect for implementing the new eu cookielaw!";"git@github.com:carlwoodhouse/jquery.cookieBar.git";"https://carlwoodhouse.github.io/jquery.cookieBar/";"2019-02-07 15:29:26";"2019-02-07 15:29:26"
1622;1622;"2.2.0";"The Final Countdown for jQuery";"https://github.com/hilios/jQuery.countdown";"http://hilios.github.io/jQuery.countdown/";"2019-02-07 15:29:26";"2019-02-07 15:29:26"
1623;1623;"0.5.1";"Custom Select Box CSS Style Plugin";"https://github.com/adamcoulombe/jquery.customSelect";;"2019-02-07 15:29:27";"2019-02-07 15:29:27"
1624;1624;"3.0.3";"Cycle is an easy-to-use slideshow plugin that provides many options and effects for creating beautiful slideshows.";"https://github.com/malsup/cycle";"http://jquery.malsup.com/cycle/";"2019-02-07 15:29:27";"2019-02-07 15:29:27"
1625;1625;"2.1.6";"The successor to Cycle. Cycle2 is a mobile and desktop friendly slideshow built around ease-of-use with a declarative API. It supports responsive designs, dynamic slideshow manipulation, swipe events, and lots of options!";"https://github.com/malsup/cycle2";"http://jquery.malsup.com/cycle2/";"2019-02-07 15:29:28";"2019-02-07 15:29:28"
1626;1626;"1.4.9";"Autocomplete provides suggestions while you type into the text field.";"https://github.com/devbridge/jQuery-Autocomplete.git";"http://www.devbridge.com/projects/autocomplete/jquery/";"2019-02-07 15:29:29";"2019-02-07 15:29:29"
1627;1627;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:29";"2019-02-07 15:29:29"
1628;1628;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:30";"2019-02-07 15:29:30"
1733;1732;"1.3";"Intelligent ToolTip jQuery Plugin";"https://github.com/drewwilson/TipTip";;"2019-02-07 15:30:32";"2019-02-07 15:30:32"
1629;1629;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:30";"2019-02-07 15:29:30"
1630;1630;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:31";"2019-02-07 15:29:31"
1631;1631;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:31";"2019-02-07 15:29:31"
1632;1632;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:32";"2019-02-07 15:29:32"
1633;1633;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:32";"2019-02-07 15:29:32"
1634;1634;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:33";"2019-02-07 15:29:33"
1635;1635;"2.0.0";"Dirty Forms is a jQuery plugin to help prevent users from losing data when editing forms.";"https://github.com/snikch/jquery.dirtyforms.git";;"2019-02-07 15:29:33";"2019-02-07 15:29:33"
1636;1636;"4.0.2";"A jQuery plugin for advanced cross-browser ellipsis on multiple line content.";"https://github.com/BeSite/jQuery.dotdotdot.git";"http://dotdotdot.frebsite.nl/";"2019-02-07 15:29:34";"2019-02-07 15:29:34"
1637;1637;"1.0.0";"Simple countdown plugin that accounts for timezone";"git://github.com/sonnyt/downCount.git";"http://sonnyt.com/downCount-plugin/";"2019-02-07 15:29:34";"2019-02-07 15:29:34"
1638;1638;"1.4.3";"Adds multilevel dropdown menus to jQuery.";"https://github.com/ajlkn/jquery.dropotron.git";;"2019-02-07 15:29:35";"2019-02-07 15:29:35"
1639;1639;"3.2.0";"EasyTabs is a lightweight jQuery plugin to provide full tab functionality, while leaving the styling up to you.";"https://github.com/JangoSteve/jQuery-EasyTabs";"http://os.alfajango.com/easytabs/";"2019-02-07 15:29:36";"2019-02-07 15:29:36"
1640;1640;"2.30.2";"Fancytree is a JavaScript tree view plugin for jQuery with support for persistence, keyboard, checkboxes, drag'n'drop, and lazy loading.";"https://github.com/mar10/fancytree";;"2019-02-07 15:29:36";"2019-02-07 15:29:36"
1641;1641;"1.4.2";"jQuery.fileDownload plugin";"https://github.com/johnculviner/jquery.fileDownload";;"2019-02-07 15:29:37";"2019-02-07 15:29:37"
1642;1642;"0.6.0";"Add File Explorer selecting functions to any element";"https://github.com/evulse/finderselect";"http://evulse.github.io/finderSelect/";"2019-02-07 15:29:37";"2019-02-07 15:29:37"
1643;1643;"0.1.6";"jQuery Finger unifies click and touch events by removing the 300ms delay on touch devices. It also provide a common set of events to handle basic gestures such as drag and pinch. Small (< 1kb gzipped), it is focused on performance, is well tested and ... also supports jQuery delegated events.";"https://github.com/ngryman/jquery.finger.git";"http://ngryman.sh/jquery.finger/";"2019-02-07 15:29:38";"2019-02-07 15:29:38"
1644;1644;"4.2.2";"The jQuery Form Plugin allows you to easily and unobtrusively upgrade HTML forms to use AJAX.";"https://github.com/jquery-form/form.git";"https://jquery-form.github.io/form/";"2019-02-07 15:29:38";"2019-02-07 15:29:38"
1645;1645;"1.2";"teach your forms some manners";"https://github.com/nathansmith/formalize";"http://formalize.me/";"2019-02-07 15:29:39";"2019-02-07 15:29:39"
1646;1646;"1.2.2";"Helps create more usable Django formsets by adding and removing forms on the client-side.";"https://github.com/elo80ka/django-dynamic-formset";;"2019-02-07 15:29:40";"2019-02-07 15:29:40"
1647;1647;"1.1.0";"jQuery Gantt Chart is a simple chart that implements gantt functionality as a jQuery component.";"https://github.com/mbielanczuk/jQuery.Gantt.git";"http://mbielanczuk.com/jquery-gantt/";"2019-02-07 15:29:40";"2019-02-07 15:29:40"
1648;1648;"1.5";"A jQuery Plugin allows you to easely manipulate the Google Map API. You are now able to create maps, add some markers and create routes.";"git://github.com/Tilotiti/jQuery-Google-Map.git";"http://tilotiti.github.com/jQuery-Google-Map/";"2019-02-07 15:29:41";"2019-02-07 15:29:41"
1649;1649;"1.6.0";"Make an image gray in all browsers";"git://github.com/karlhorky/gray.git";;"2019-02-07 15:29:41";"2019-02-07 15:29:41"
1650;1650;"0.5.6";"a drag-and-drop multi-column jQuery grid plugin";"git://github.com/ducksboard/gridster.js.git";"http://gridster.net/";"2019-02-07 15:29:42";"2019-02-07 15:29:42"
1651;1651;"0.0.2";"jQuery Hashcash.io plugin";"https://github.com/hashcash/jquery.hashcash.io.git";;"2019-02-07 15:29:42";"2019-02-07 15:29:42"
1652;1652;"0.1.2";"Regular-expression highlighter for jQuery";"https://github.com/jbr/jQuery.highlightRegex.git";"https://jbr.github.io/jQuery.highlightRegex";"2019-02-07 15:29:43";"2019-02-07 15:29:43"
1653;1653;"1.9.0";"hoverIntent is a plug-in that attempts to determine the user's intent... like a crystal ball, only with mouse movement! It is similar to jQuery's hover method. However, instead of calling the handlerIn function immediately, hoverIntent waits until the user's mouse slows down enough before making the call.";"https://github.com/briancherne/jquery-hoverIntent";"https://briancherne.github.io/jquery-hoverIntent/";"2019-02-07 15:29:43";"2019-02-07 15:29:43"
1654;1654;"1.8.0";"jQuery.html5Loader can preload <b>images</b>, html5 <b>video</b> and <b>audio</b> sources, <b>css</b>, <b>scripts</b> and <b>text</b> files.
 This plugin needs a <b>JSON</b> file to get the files that must be preloaded (you can use also use a javascript object as well), and it provides an easy API to give you the the amount of file loaded in percentage.";"git://github.com/GianlucaGuarini/jquery.html5loader.git";;"2019-02-07 15:29:44";"2019-02-07 15:29:44"
1655;1655;"1.0.5";"jQuery.i18n is a jQuery based Javascript internationalization library. It helps you to internationalize your web applications easily.";"git+https://github.com/wikimedia/jquery.i18n.git";"http://thottingal.in/projects/js/jquery.i18n/demo/";"2019-02-07 15:29:44";"2019-02-07 15:29:44"
1656;1656;"1.0.1";"jQuery plugin that implements an iframe transport so that ajax calls support the uploading of files using standard HTML file input fields";"http://github.com/cmlenz/jquery-iframe-transport";"https://cmlenz.github.io/jquery-iframe-transport/";"2019-02-07 15:29:45";"2019-02-07 15:29:45"
1657;1657;"1.1.0";"jQuery Plugin to track click on iframes (like Google Adsense or Facebook Like button).";"https://github.com/vincepare/iframeTracker-jquery.git";;"2019-02-07 15:29:46";"2019-02-07 15:29:46"
1658;1658;"4.1.4";"You images done yet or what?";"https://github.com/desandro/imagesloaded";"http://desandro.github.com/imagesloaded/";"2019-02-07 15:29:46";"2019-02-07 15:29:46"
1659;1659;"0.2.0";"jQuery based internationalization library";"git://github.com/wikimedia/jquery.ime.git";;"2019-02-07 15:29:47";"2019-02-07 15:29:47"
1660;1660;"3.3.4";"jquery.inputmask is a jquery plugin which create an input mask.";"https://github.com/RobinHerbots/jquery.inputmask.git";;"2019-02-07 15:29:48";"2019-02-07 15:29:48"
1661;1661;"1.0.0";"Remy Sharp's jQuery plugin adds a bindable 'inview' event for detecting when an element is scrolled into view.";"https://github.com/zuk/jquery.inview.git";"http://remysharp.com/2009/01/26/element-in-view-event-plugin/";"2019-02-07 15:29:48";"2019-02-07 15:29:48"
1662;1662;"0.2.1";"Check your data against regular expressions or known keywords.";"git://github.com/rthor/isjs.git";;"2019-02-07 15:29:49";"2019-02-07 15:29:49"
1663;1663;"3.0.6";"Filter and sort magical layouts";"https://github.com/metafizzy/isotope";"http://isotope.metafizzy.co";"2019-02-07 15:29:49";"2019-02-07 15:29:49"
1664;1664;"1.2.0";"json2html - HTML Templating using JSON2HTML";"git://github.com/moappi/jquery.json2html.git";"http://json2html.com";"2019-02-07 15:29:50";"2019-02-07 15:29:50"
1775;1774;"1.0.0";"Custom Event/Messaging System";"https://github.com/millermedeiros/js-signals";"http://millermedeiros.github.com/js-signals/";"2019-02-07 15:30:55";"2019-02-07 15:30:55"
1665;1665;"1.7.10";"Lazy is a fast, feature-rich and lightweight delayed content loading plugin for jQuery. It's designed to speed up page loading times and decrease traffic to your users by only loading the content in view.";"git://github.com/eisbehr-/jquery.lazy.git";"http://jquery.eisbehr.de/lazy/";"2019-02-07 15:29:50";"2019-02-07 15:29:50"
1666;1666;"1.9.1";"Lazyload images with jQuery";"https://github.com/tuupola/jquery_lazyload";"http://www.appelsiini.net/projects/lazyload";"2019-02-07 15:29:51";"2019-02-07 15:29:51"
1667;1667;"1.1.0";"Lazy Load XT is mobile-oriented, fast and extensible jQuery plugin for lazy loading of images, videos and other media with built-in support of jQueryMobile framework. It improves performance of website by loading visible media elements only, and elements below the fold are loaded after page scroll. The plugin has many options, supports callbacks and special lazy events, that allows to have different loading effects (e.g. fade in and spinner effects). Examples of plugin and its addons include ajax, background images, infinite scroll, horizontal scroll, iframe-based widgets (YouTube, Vimeo, Google Maps Engine Lite, Facebook recommend button, Google+ profile), html5 video, responsive images with retina support (srcset and picture polyfills), social widgets (embedded tweet, Twitter share button, Google Plus badge and share button, Facebook like and recommend buttons, Facebook post comments), load all images before print, etc. Tested in IE 6-11, Chrome 1-31, Firefox 1.5-27.0, Safari 3-7, Opera 10.6-18.0, iOS 5-7, Android 2.3-4.4, and WP8. Requires jQuery 1.7+, Zepto 1.0+, or DOMtastic 0.7.2+.";"https://github.com/ressio/lazy-load-xt.git";"http://ressio.github.io/lazy-load-xt";"2019-02-07 15:29:51";"2019-02-07 15:29:51"
1668;1668;"0.3.7";"Show a stream of your online activity.";"https://github.com/christianvuerings/jquery-lifestream.git";;"2019-02-07 15:29:52";"2019-02-07 15:29:52"
1669;1669;"1.2.2";"jQuery plugin to get an url preview like the facebook attachment";"git://github.com/stephan-fischer/jQuery-LiveUrl.git";;"2019-02-07 15:29:52";"2019-02-07 15:29:52"
1670;1670;"1.5.10";"jQuery plugin for loading and using templates. The plugin is designed to be simple yet powerful, and supports loading templates from within the page, or using AJAX to load html files.";"git+https://github.com/codepb/jquery-template.git";"https://codepb.github.io/jquery-template/";"2019-02-07 15:29:53";"2019-02-07 15:29:53"
1671;1671;"1.5.0";"jQuery plugin to scroll the text like the old traditional marquee http://aamirafridi.com/jquery/jquery-marquee-plugin — Edit";"git+https://github.com/aamirafridi/jQuery.Marquee.git";"http://aamirafridi.com/jquery/jquery-marquee-plugin";"2019-02-07 15:29:53";"2019-02-07 15:29:53"
1672;1672;"1.14.15";"A jQuery Plugin to make masks on form fields and html elements.";"https://github.com/igorescobar/jQuery-Mask-Plugin";"http://igorescobar.github.com/jQuery-Mask-Plugin/";"2019-02-07 15:29:54";"2019-02-07 15:29:54"
1673;1673;"1.4.1";"jQuery Masked Input Plugin";"https://github.com/digitalBush/jquery.maskedinput.git";"http://digitalbush.com/projects/masked-input-plugin/";"2019-02-07 15:29:55";"2019-02-07 15:29:55"
1674;1674;"0.7.2";"a responsive equal heights plugin for jQuery";"git://github.com/liabru/jquery-match-height.git";"http://brm.io/jquery-match-height/";"2019-02-07 15:29:55";"2019-02-07 15:29:55"
1675;1675;"1.9.5";"This plugin let you create a flexible photo gallery that you can use also as background of your site.";"git+https://github.com/pupunzi/jquery.mb.bgndGallery.git";"https://pupunzi.open-lab.com/mb-jquery-components/jquery-mb-bgndgallery/";"2019-02-07 15:29:56";"2019-02-07 15:29:56"
1676;1676;"3.2.9";"This plugin let you play any public YouTube video as background of your page. It can also be used as a customized player in page.";"git://github.com/pupunzi/jquery.mb.YTPlayer.git";"http://pupunzi.open-lab.com/mb-jquery-components/jquery-mb-ytplayer/";"2019-02-07 15:29:57";"2019-02-07 15:29:57"
1677;1677;"1.1.14";"A jquery plugin for masking text inputs.";"https://github.com/fabiomcosta/jquery-meiomask.git";;"2019-02-07 15:29:58";"2019-02-07 15:29:58"
1678;1678;"7.2.3";"The best jQuery plugin for app look-alike on- and off-canvas menus with sliding submenus for your website and webapp.";"git://github.com/BeSite/jQuery.mmenu.git";"http://mmenu.frebsite.nl/";"2019-02-07 15:30:00";"2019-02-07 15:30:00"
1679;1679;"1.0.7";"A general purpose library for validating and formatting mobile phone numbers.";"https://github.com/stripe/jquery.mobilePhoneNumber.git";;"2019-02-07 15:30:00";"2019-02-07 15:30:00"
1680;1680;"0.2.5";"Pinterest like responsive image or HTML grid for jQuery that doesn’t suck";"git://github.com/sapegin/jquery.mosaicflow.git";"https://sapegin.github.io/jquery.mosaicflow/";"2019-02-07 15:30:01";"2019-02-07 15:30:01"
1681;1681;"1.2.14";"A lightweight jQuery plugin for complex two-way data binding in real time.";"https://github.com/ermouth/jQuery.my.git";"http://jquerymy.com/";"2019-02-07 15:30:02";"2019-02-07 15:30:02"
1682;1682;"0.8.7";"A jQuery plugin that offers a simplistic way of implementing Lion OS scrollbars.";"https://github.com/jamesflorentino/nanoScrollerJS";"http://jamesflorentino.github.com/nanoScrollerJS/";"2019-02-07 15:30:02";"2019-02-07 15:30:02"
1683;1683;"3.7.6";"Nicescroll is a jquery plugin, for nice customizabled scrollbars with a very similar ios/mobile style. It supports DIVs, IFrames and document page (body) scrollbars. Compatible with Firefox 4+, Chrome 5+, Safari 4+ (win/mac), Opera 10+, IE 6+ (all A-grade browsers). Compatible with iOS devices as iPad, Android, Blackberry, Windows Phone, and many many mobile and touch devices.";"https://github.com/inuyaksa/jquery.nicescroll.git";"https://nicescroll.areaaperta.com";"2019-02-07 15:30:03";"2019-02-07 15:30:03"
1684;1684;"1.0.2";"Webkit Notification plugin. That makes your life easear.";"https://github.com/azproduction/jquery.notification";;"2019-02-07 15:30:03";"2019-02-07 15:30:03"
1685;1685;"1.1.6";"Automatically adjust textarea height based on user input. Non-sucking version.";"https://github.com/ro31337/jquery.ns-autogrow.git";;"2019-02-07 15:30:04";"2019-02-07 15:30:04"
1686;1686;"3.2.2";"A jQuery plugin to pan and/or zoom elements using CSS3";"https://github.com/timmywil/jquery.panzoom";"http://timmywil.github.io/jquery.panzoom/";"2019-02-07 15:30:05";"2019-02-07 15:30:05"
1687;1687;"3.0.0";"A general purpose library for building credit card forms, validating inputs and formatting numbers.";"https://github.com/stripe/jquery.payment";;"2019-02-07 15:30:05";"2019-02-07 15:30:05"
1688;1688;"0.4.0";"Kinetic drag for mobile & desktop";"https://github.com/briangonzalez/jquery.pep.js";"http://pep.briangonzalez.org";"2019-02-07 15:30:05";"2019-02-07 15:30:05"
1689;1800;"1.0.1";"A JavaScript NES emulator";"git://github.com/bfirsh/jsnes.git";"https://jsnes.fir.sh";"2019-02-07 15:30:06";"2019-02-07 15:30:06"
1690;1689;"0.1.0";"A tiny jQuery plugin for displaying progress in a visual and engaging way";"https://github.com/lepoetemaudit/percentageloader.git";"http://widgets.better2web.com/loader/";"2019-02-07 15:30:06";"2019-02-07 15:30:06"
1691;1690;"1.4.0";"Minimalistic but perfect custom scrollbar plugin";"https://github.com/utatti/perfect-scrollbar";"https://utatti.github.io/perfect-scrollbar/";"2019-02-07 15:30:07";"2019-02-07 15:30:07"
1692;1691;"1.0.3";"Photocols: A photo navigation for jQuery";"https://github.com/2CodersTeam/jquery.photocols.git";"http://2coders.com";"2019-02-07 15:30:07";"2019-02-07 15:30:07"
1693;1692;"1.0.1";"Pin any element within a container";"https://github.com/webpop/jquery.pin.git";"http://webpop.github.com/jquery.pin/";"2019-02-07 15:30:08";"2019-02-07 15:30:08"
1694;1693;"2.0.1";"pjax is a jQuery plugin that uses ajax and pushState to deliver a fast browsing experience with real permalinks, page titles, and a working back button.";"https://github.com/defunkt/jquery-pjax";"http://pjax.heroku.com";"2019-02-07 15:30:08";"2019-02-07 15:30:08"
1695;1694;"2.5.1";"A lightbox gallery plugin for jQuery.";"git://github.com/ajlkn/jquery.poptrox";"https://aj.lkn.io/";"2019-02-07 15:30:09";"2019-02-07 15:30:09"
1696;1695;"3.4.1";"Postcodify is a jQuery plugin and server-side API for searching South Korean street addresses and postal codes.";"https://github.com/kijin/postcodify.git";"http://postcodify.poesis.kr/";"2019-02-07 15:30:09";"2019-02-07 15:30:09"
1697;1696;"1.6.0";"Easy to use, Element Printing Plugin for jQuery, for printing specific parts of a page";"git://github.com/DoersGuild/jQuery.print.git";"https://doersguild.github.io/jQuery.print/";"2019-02-07 15:30:10";"2019-02-07 15:30:10"
1698;1697;"1.0";"A jquery plugin for a pure browser qrcode generation.";"https://github.com/jeromeetienne/jquery-qrcode";"http://jeromeetienne.github.com/jquery-qrcode/";"2019-02-07 15:30:11";"2019-02-07 15:30:11"
1699;1698;"2.4.0";"A jQuery plugin for searching through tables, lists, etc quickly";"git://github.com/DeuxHuitHuit/quicksearch.git";"https://deuxhuithuit.github.io/quicksearch/";"2019-02-07 15:30:11";"2019-02-07 15:30:11"
